id,ordem,sequencia_cadastro,tipo,endereco,bairro,metragem_m2,lat,lng,lote,status,history,polygon,scheduled_date,proxima_previsao,ultima_rocagem,manual_schedule,days_to_complete,servico,registrado_por,data_registro
199,,,Roçagem,francisco mendes da av. francisco g. arruda até av. pompeu soares,alto da boa vista,1219.54,-23.273598231525405,-51.16751432418824,1,Concluído,"[{""date"":""2025-11-12"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-12-27,2025-11-12,false,1,rocagem,,2025-11-12T19:54:57.480Z
297,,,Roçagem,av miguel mestre / luiz ferrari,leblon,12828.22,-23.3162907,-51.1420823,1,Concluído,"[{""date"":""2025-10-06"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-20,2025-10-06,false,1,rocagem,,2025-11-06T12:32:45.518Z
535,,,Roçagem,av lucilio de held,coliseu,10185.56,-23.2832078,-51.180744,1,Concluído,"[{""date"":""2025-10-10"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-24,2025-10-10,false,1,rocagem,,2025-11-06T14:12:23.677Z
224,,,Roçagem,aníbal balaroti c/ hellmuth fischer (p.e.v.),vista bella,791.35,-23.2722252,-51.2066672,1,Concluído,"[{""date"":""2025-10-01"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""},{""date"":""2025-11-17"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""},{""date"":""2025-11-17"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2026-01-01,2025-11-17,false,1,rocagem,,2025-11-17T19:36:38.926Z
243,,,Roçagem,edson estrigueiro c/ joão marques da silva,são jorge,1008.47,-23.2509549,-51.1885915,1,Concluído,"[{""date"":""2025-10-02"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-16,2025-10-02,false,1,rocagem,,2025-11-06T11:40:14.523Z
139,,,Roçagem,av sudão - (2 lotes),hilda mandarino,637.48,-23.277037866589822,-51.17551803588868,1,Concluído,"[{""date"":""2025-11-10"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-12-25,2025-11-10,false,1,rocagem,,2025-11-17T13:54:53.009Z
213,,,Roçagem,transposição av francisco m. palheta- josé del c. filho,res. do café,2172.58,-23.2660203,-51.1808891,1,Concluído,"[{""date"":""2025-10-01"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""},{""date"":""2025-11-14"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-12-29,2025-11-14,false,1,rocagem,,2025-11-14T18:53:28.867Z
393,,,Roçagem,amélia r abib tauil,alemanha,17094.26,-23.2929335,-51.1289321,1,Concluído,"[{""date"":""2025-10-16"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-30,2025-10-16,false,1,rocagem,,2025-11-06T15:03:49.157Z
5,,,Roçagem,Rua QA Test 123,Centro,,-23.31,-51.17,1,Concluído,"[{""date"":""2025-11-05"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-12-20,2025-11-05,false,1,rocagem,Operator Wv3,2025-11-05T17:04:34.126Z
1084,,,Roçagem,jurema c/ leonardo gomes de castro / ildefonso dos santos,santa alice,11053.31,-23.314917251156295,-51.12102627754212,2,Concluído,"[{""date"":""2025-10-31"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""},{""date"":""2025-10-01"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-15,2025-10-01,false,1,rocagem,,2025-11-06T14:52:36.267Z
1091,,,Roçagem,torres da copel,pioneiros,15736.07,-23.3255506,-51.1112411,2,Concluído,"[{""date"":""2025-10-31"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-12-15,2025-10-31,false,1,rocagem,,2025-11-06T01:20:00.315Z
1035,,,Roçagem,joao da silva godoy entre elizeu costa e leontina da conceição gaion,ernani moura lima,2357.44,-23.3302391,-51.107297,2,Concluído,"[{""date"":""2025-10-03"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""},{""date"":""2025-11-05"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-12-20,2025-11-05,false,1,rocagem,,2025-11-15T13:55:04.949Z
925,,,Roçagem,rua das petunias c/ rua madre henriqueta dominici,monte belo,740.97,-23.3578427,-51.1438683,2,Concluído,"[{""date"":""2025-10-30"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-12-14,2025-10-30,false,1,rocagem,,2025-11-06T01:10:04.853Z
947,,,Roçagem,av. europa e av. alice abib sahao,piza / vale azul,8640.28,-23.35555365210234,-51.12972736358643,2,Concluído,"[{""date"":""2025-11-03"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""},{""date"":""2025-09-29"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-13,2025-09-29,false,1,rocagem,,2025-11-06T11:35:26.581Z
748,,,Roçagem,rua montevidéo ao lado do nºs 658 e 710 até rua bento munhoz da rocha neto,arco iris,2032.6,-23.3271845,-51.1759177,2,Concluído,"[{""date"":""2025-09-30"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-14,2025-09-30,false,1,rocagem,,2025-11-06T14:37:10.451Z
920,,,Roçagem,luiz aranda fenoy c/ manoel silva,pq. das indutrias,2597.69,-23.3937497,-51.1393691,2,Concluído,"[{""date"":""2025-10-30"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-12-14,2025-10-30,false,1,rocagem,,2025-11-06T01:05:06.134Z
923,,,Roçagem,rua vitória régia c/ as ruas flor do campo e flor de lótus,ouro branco,550.58,-23.360813309707815,-51.14632487297059,2,Concluído,"[{""date"":""2025-10-30"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-12-14,2025-10-30,false,1,rocagem,,2025-11-06T01:08:27.027Z
979,,,Roçagem,rua alan kardek c/ rua teodoro roosevelt / rua leon denis,california,926.16,-23.32680899500228,-51.14719390869141,2,Pendente,"[]",,,2025-11-06,,false,1,rocagem,,
736,,,Roçagem,rua nicolau copernico c/ rua maria judith felicio / av. pref. faria lima,universitario,4844.26,-23.320821383736572,-51.18779987096787,2,Concluído,"[{""date"":""2025-09-30"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-14,2025-09-30,false,1,rocagem,,2025-11-06T12:35:51.988Z
